NOMBRE_ELECCION,AÑO_ELECCION,PAIS,REGION,DEPTO,MUNICIPIO,PARTIDO,NOMBRE_PARTIDO,SEXO,RAZA,ANALFABETOS,ALFABETOS,SEXO,RAZA,PRIMARIA,NIVEL MEDIO,UNIVERSITARIOS
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Donoso,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2790,3979,hombres,INDIGENAS,980,2478,521
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Portobelo,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,963,3357,hombres,INDIGENAS,475,1028,1854
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Santa Isabel,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1737,2755,hombres,INDIGENAS,706,1251,798
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Trujillo,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1414,2822,hombres,INDIGENAS,950,1803,69
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Balfate,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,208,2974,hombres,INDIGENAS,250,2638,86
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Iriona,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1257,3991,hombres,INDIGENAS,449,2202,1340
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Limón,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1683,5957,hombres,INDIGENAS,1524,1772,2661
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Saba,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2610,5248,hombres,INDIGENAS,1940,2057,1251
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Santa Fé,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,323,8339,hombres,INDIGENAS,2873,2892,2574
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Santa Rosa de Aguan,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,5,2450,hombres,INDIGENAS,141,193,2116
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Sonaguera,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2723,4615,hombres,INDIGENAS,1080,1653,1882
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Tocoa,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2283,5106,hombres,INDIGENAS,2182,897,2027
Elecciones Municipales,2001,HONDURAS,REGION 1,Colón   ,Bonito Oriental,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,972,5910,hombres,INDIGENAS,2060,1139,2711
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Comayagua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,985,3392,hombres,INDIGENAS,1013,257,2122
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Ajuterique,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,895,5600,hombres,INDIGENAS,1518,2833,1249
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,El Rosario,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,361,3448,hombres,INDIGENAS,1246,1666,536
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Esquias,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2160,2107,hombres,INDIGENAS,72,1371,664
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Humuya,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1224,5504,hombres,INDIGENAS,216,2557,2731
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,La Libertad,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2596,3867,hombres,INDIGENAS,1493,997,1377
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Lamani,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2301,5960,hombres,INDIGENAS,2600,1341,2019
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,La Trinidad,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,396,4008,hombres,INDIGENAS,1598,369,2041
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Lejamani,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1394,6678,hombres,INDIGENAS,2758,1472,2448
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Meambar,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1244,6906,hombres,INDIGENAS,2485,2476,1945
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Minas de Oro,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,487,1924,hombres,INDIGENAS,354,554,1016
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Ojos de AGua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2853,2360,hombres,INDIGENAS,509,552,1299
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,San Jerónimo,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,626,4503,hombres,INDIGENAS,1931,1896,676
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,San José Comayagua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2058,6289,hombres,INDIGENAS,810,2768,2711
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,San José del Potrero,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2371,3468,hombres,INDIGENAS,826,897,1745
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,San Luis,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2447,4232,hombres,INDIGENAS,1836,1188,1208
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,San Sebastián,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1329,4932,hombres,INDIGENAS,958,2926,1048
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Siguatepeque,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1228,4389,hombres,INDIGENAS,1720,1879,790
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Villa de San Antonio,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,83,6582,hombres,INDIGENAS,2907,1689,1986
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Las Lajas,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2880,5382,hombres,INDIGENAS,2054,2375,953
Elecciones Municipales,2001,HONDURAS,REGION 1,Comayagua   ,Taulabe,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2901,4762,hombres,INDIGENAS,330,2941,1491
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Santa Rosa de Copán,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,300,5140,hombres,INDIGENAS,2241,322,2577
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Cabañas,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2833,6421,hombres,INDIGENAS,1964,2320,2137
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Concepción,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,229,4932,hombres,INDIGENAS,921,1046,2965
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Copán Ruinas,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2537,5260,hombres,INDIGENAS,682,2933,1645
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Corquin,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,342,6864,hombres,INDIGENAS,1240,2962,2662
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Cucuyagua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1987,4801,hombres,INDIGENAS,1563,2398,840
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Dolores,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1119,5476,hombres,INDIGENAS,911,2244,2321
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Dulce Nombre,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,132,7174,hombres,INDIGENAS,2921,1314,2939
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,El Paraíso,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,329,6988,hombres,INDIGENAS,1427,2695,2866
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Florida,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2834,4210,hombres,INDIGENAS,1380,185,2645
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,La Jigua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2194,5113,hombres,INDIGENAS,1506,1828,1779
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,La Unión,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,827,6708,hombres,INDIGENAS,2414,2307,1987
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Nueva Arcadia,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1018,2571,hombres,INDIGENAS,1179,703,689
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San Agustín,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,125,6654,hombres,INDIGENAS,2639,1582,2433
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San Antonio,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2062,6450,hombres,INDIGENAS,2098,2428,1924
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San Jerónimo,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2,4723,hombres,INDIGENAS,1897,1685,1141
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San José,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1909,5644,hombres,INDIGENAS,2671,1629,1344
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San Juan de Opoa,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,978,3270,hombres,INDIGENAS,1838,738,694
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San Nicolás,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,317,2864,hombres,INDIGENAS,1315,1404,145
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,San Pedro,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,883,4423,hombres,INDIGENAS,1708,1190,1525
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Santa Rita,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,184,571,hombres,INDIGENAS,31,346,194
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Trinidad,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2412,3472,hombres,INDIGENAS,190,927,2355
Elecciones Municipales,2001,HONDURAS,REGION 1,Copán   ,Veracruz,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,349,1603,hombres,INDIGENAS,962,273,368
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,San Pedro Sula,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1532,4444,hombres,INDIGENAS,2025,434,1985
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Choloma,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,126,5851,hombres,INDIGENAS,2096,2998,757
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Omoa,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,680,5289,hombres,INDIGENAS,979,2298,2012
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Pimienta,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,915,6069,hombres,INDIGENAS,2916,1811,1342
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Potrerillos,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,661,3627,hombres,INDIGENAS,450,2994,183
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Puerto Cortés,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1913,5820,hombres,INDIGENAS,1657,1189,2974
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,San Antonio de Cortés,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,200,5969,hombres,INDIGENAS,2923,2781,265
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,San Francisco de Yojoa,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,588,2702,hombres,INDIGENAS,123,1486,1093
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,San Manuel,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,487,4069,hombres,INDIGENAS,1585,1229,1255
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Santa Cruz de Yojoa,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,639,3682,hombres,INDIGENAS,1192,1762,728
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,Villanueva,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1448,4820,hombres,INDIGENAS,1219,1536,2065
Elecciones Municipales,2001,HONDURAS,REGION 1,Cortés   ,La Lima,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1300,7407,hombres,INDIGENAS,2997,2648,1762
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Choluteca,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1342,4672,hombres,INDIGENAS,1996,1733,943
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Apacilagua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2869,3420,hombres,INDIGENAS,566,248,2606
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Concepción de María,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,219,7359,hombres,INDIGENAS,2978,2519,1862
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Duyure,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1556,5112,hombres,INDIGENAS,2454,595,2063
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,El Corpus,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,831,4553,hombres,INDIGENAS,1763,2404,386
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,El Triunfo,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1623,2169,hombres,INDIGENAS,483,1362,324
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Marcovia,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2591,4176,hombres,INDIGENAS,77,1142,2957
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Morolica,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,634,4152,hombres,INDIGENAS,2319,355,1478
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Namasigue,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1220,4563,hombres,INDIGENAS,1156,531,2876
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Orocuina,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2116,5434,hombres,INDIGENAS,786,1948,2700
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Pespire,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1891,3268,hombres,INDIGENAS,698,2364,206
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,San Antonio de Flores,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1491,5569,hombres,INDIGENAS,2608,575,2386
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,San Isidro,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,154,7403,hombres,INDIGENAS,2878,1665,2860
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,San José,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1328,3754,hombres,INDIGENAS,343,2176,1235
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,San Marcos de Colón,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1614,3398,hombres,INDIGENAS,1209,227,1962
Elecciones Municipales,2001,HONDURAS,REGION 2,Choluteca   ,Santa Ana de Yusguare,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1870,3352,hombres,INDIGENAS,1039,569,1744
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Yuscaran,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2630,4401,hombres,INDIGENAS,215,1707,2479
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Alauca,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1847,5388,hombres,INDIGENAS,2549,1487,1352
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Danli,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2438,4096,hombres,INDIGENAS,2399,572,1125
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,El Paraíso,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2565,2058,hombres,INDIGENAS,934,620,504
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Guinope,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2507,7232,hombres,INDIGENAS,2954,2602,1676
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Jacaleapa,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,482,5389,hombres,INDIGENAS,1072,2452,1865
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Liure,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1774,6651,hombres,INDIGENAS,2508,1934,2209
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Moroceli,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2265,7052,hombres,INDIGENAS,2946,1588,2518
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Oropoli,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1462,3268,hombres,INDIGENAS,1162,728,1378
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Potrerillos,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1356,4258,hombres,INDIGENAS,1353,123,2782
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,San Antonio de Flores,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1,6266,hombres,INDIGENAS,2727,717,2822
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,San Lucas,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1025,5320,hombres,INDIGENAS,1306,2241,1773
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,San Matías,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1082,3256,hombres,INDIGENAS,114,1717,1425
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Soledad,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,488,6335,hombres,INDIGENAS,1563,1892,2880
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Teupasenti,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,878,4495,hombres,INDIGENAS,1368,2985,142
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Texiguat,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2351,3471,hombres,INDIGENAS,1991,928,552
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Vado Ancho,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1148,4046,hombres,INDIGENAS,1342,2296,408
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Yauyupe,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,918,2603,hombres,INDIGENAS,313,427,1863
Elecciones Municipales,2001,HONDURAS,REGION 2,El Paraíso   ,Trojes,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,308,4339,hombres,INDIGENAS,2528,1187,624
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  , Distrito Central (Tegucigalpa),PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2897,2015,hombres,INDIGENAS,1093,208,714
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Alubaren,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2734,1749,hombres,INDIGENAS,1208,133,408
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Cedros,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1594,1776,hombres,INDIGENAS,225,691,860
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Curaren,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2130,4371,hombres,INDIGENAS,1150,504,2717
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,El Porvenir,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1504,4079,hombres,INDIGENAS,2997,868,214
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Guaimaca,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1322,6025,hombres,INDIGENAS,1997,2759,1269
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,La Libertad,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1093,6206,hombres,INDIGENAS,2578,2014,1614
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,La Venta,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2962,3087,hombres,INDIGENAS,1753,1072,262
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Lepaterique,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2289,3642,hombres,INDIGENAS,929,2293,420
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Maraita,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2805,4039,hombres,INDIGENAS,804,1556,1679
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Marale,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2066,3183,hombres,INDIGENAS,104,1868,1211
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Nueva Armenia,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2461,1892,hombres,INDIGENAS,522,1234,136
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Ojojona,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1929,5552,hombres,INDIGENAS,253,2882,2417
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Orica,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1106,4585,hombres,INDIGENAS,1474,1864,1247
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Reitoca,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2684,3211,hombres,INDIGENAS,827,1856,528
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Sabanagrande,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2635,5542,hombres,INDIGENAS,1871,1601,2070
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,San Antonio de Oriente,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2471,4707,hombres,INDIGENAS,1446,1131,2130
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,San Buenaventura,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,108,5780,hombres,INDIGENAS,398,2513,2869
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,San Ignacio,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2157,5093,hombres,INDIGENAS,139,2635,2319
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,San Juan de Flores,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1380,5200,hombres,INDIGENAS,2851,1919,430
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,San Miguelito,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,365,2720,hombres,INDIGENAS,293,403,2024
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Santa Ana,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2708,3459,hombres,INDIGENAS,2517,812,130
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Santa Lucía,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2876,3007,hombres,INDIGENAS,1242,251,1514
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Talanga,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1714,5484,hombres,INDIGENAS,1603,1889,1992
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Tatumbla,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1649,5294,hombres,INDIGENAS,2747,706,1841
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Valle de Angeles,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,968,2929,hombres,INDIGENAS,974,1784,171
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Villa de San Francisco,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,929,3885,hombres,INDIGENAS,1625,960,1300
Elecciones Municipales,2001,HONDURAS,REGION 2,Francisco Morazán  ,Vallecillo,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1278,4971,hombres,INDIGENAS,1672,472,2827
Elecciones Municipales,2001,HONDURAS,REGION 2,Gracias a Dios   ,Puerto Lempira,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2448,4762,hombres,INDIGENAS,1974,1874,914
Elecciones Municipales,2001,HONDURAS,REGION 2,Gracias a Dios   ,Brus Laguna,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2212,7374,hombres,INDIGENAS,2436,2016,2922
Elecciones Municipales,2001,HONDURAS,REGION 2,Gracias a Dios   ,Ahuas,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1231,4322,hombres,INDIGENAS,519,2612,1191
Elecciones Municipales,2001,HONDURAS,REGION 2,Gracias a Dios   ,Juan Francisco Bulnes,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2863,5022,hombres,INDIGENAS,2190,1645,1187
Elecciones Municipales,2001,HONDURAS,REGION 2,Gracias a Dios   ,Villeda Morales,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1666,2262,hombres,INDIGENAS,776,613,873
Elecciones Municipales,2001,HONDURAS,REGION 2,Gracias a Dios   ,Wampusirpi,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1479,3743,hombres,INDIGENAS,1271,38,2434
Elecciones Municipales,2001,HONDURAS,REGION 2,Intibuca   ,La Esperanza,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1361,5630,hombres,INDIGENAS,2394,938,2298
Elecciones Municipales,2001,HONDURAS,REGION 2,Intibuca   ,Camasca,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,210,5745,hombres,INDIGENAS,634,2336,2775
Elecciones Municipales,2001,HONDURAS,REGION 2,Intibuca   ,Colomoncagua,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,2570,6187,hombres,INDIGENAS,2241,1189,2757
Elecciones Municipales,2001,HONDURAS,REGION 2,Intibuca   ,Concepción,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1646,7966,hombres,INDIGENAS,2786,2587,2593
Elecciones Municipales,2001,HONDURAS,REGION 2,Intibuca   ,Dolores,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1256,4785,hombres,INDIGENAS,1224,3000,561
Elecciones Municipales,2001,HONDURAS,REGION 2,Intibuca   ,Intibuca,PHT,Partido Hondureño del trab.,hombres,INDIGENAS,1425,3976,hombres,INDIGENAS,620,734,2622
